ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,behaviorVariationId,sortId,wanderingEquipId,weight,weaponWeightRate,fixPrice,reinforcePrice,sellValue,correctStrength,correctAgility,correctMagic,correctFaith,physGuardCutRate,magGuardCutRate,fireGuardCutRate,thunGuardCutRate,spEffectBehaviorId0,spEffectBehaviorId1,spEffectBehaviorId2,residentSpEffectId,residentSpEffectId1,residentSpEffectId2,materialSetId,originEquipWep,originEquipWep1,originEquipWep2,originEquipWep3,originEquipWep4,originEquipWep5,originEquipWep6,originEquipWep7,originEquipWep8,originEquipWep9,originEquipWep10,originEquipWep11,originEquipWep12,originEquipWep13,originEquipWep14,originEquipWep15,weakA_DamageRate,weakB_DamageRate,weakC_DamageRate,weakD_DamageRate,sleepGuardResist_MaxCorrect,madnessGuardResist_MaxCorrect,saWeaponDamage,equipModelId,iconId,durability,durabilityMax,attackThrowEscape,parryDamageLife,attackBasePhysics,attackBaseMagic,attackBaseFire,attackBaseThunder,attackBaseStamina,guardAngle,saDurability,staminaGuardDef,reinforceTypeId,trophySGradeId,trophySeqId,throwAtkRate,bowDistRate,equipModelCategory,equipModelGender,weaponCategory,wepmotionCategory,guardmotionCategory,atkMaterial,defSeMaterial1,correctType_Physics,spAttribute,spAtkcategory,wepmotionOneHandId,wepmotionBothHandId,properStrength,properAgility,properMagic,properFaith,overStrength,attackBaseParry,defenseBaseParry,guardBaseRepel,attackBaseRepel,guardCutCancelRate,guardLevel,slashGuardCutRate,blowGuardCutRate,thrustGuardCutRate,poisonGuardResist,diseaseGuardResist,bloodGuardResist,curseGuardResist,atkAttribute,rightHandEquipable,leftHandEquipable,bothHandEquipable,arrowSlotEquipable,boltSlotEquipable,enableGuard,enableParry,enableMagic,enableSorcery,enableMiracle,enableVowMagic,isNormalAttackType,isBlowAttackType,isSlashAttackType,isThrustAttackType,isEnhance,isHeroPointCorrect,isCustom,disableBaseChangeReset,disableRepair,isDarkHand,simpleModelForDlc,lanternWep,isVersusGhostWep,baseChangeCategory,isDragonSlayer,isDeposit,disableMultiDropShare,isDiscard,isDrop,showLogCondType,enableThrow,showDialogCondType,disableGemAttr,defSfxMaterial1,wepCollidableType0,wepCollidableType1,postureControlId_Right,postureControlId_Left,traceSfxId0,traceDmyIdHead0,traceDmyIdTail0,traceSfxId1,traceDmyIdHead1,traceDmyIdTail1,traceSfxId2,traceDmyIdHead2,traceDmyIdTail2,traceSfxId3,traceDmyIdHead3,traceDmyIdTail3,traceSfxId4,traceDmyIdHead4,traceDmyIdTail4,traceSfxId5,traceDmyIdHead5,traceDmyIdTail5,traceSfxId6,traceDmyIdHead6,traceDmyIdTail6,traceSfxId7,traceDmyIdHead7,traceDmyIdTail7,defSfxMaterial2,defSeMaterial2,absorpParamId,toughnessCorrectRate,isValidTough_ProtSADmg,isDualBlade,isAutoEquip,isEnableEmergencyStep,invisibleOnRemo,unknown_0x17c_5,quickMatchReplenish,isWeaponCatalyst,correctType_Magic,correctType_Fire,correctType_Thunder,weakE_DamageRate,weakF_DamageRate,darkGuardCutRate,attackBaseDark,correctType_Dark,correctType_Poison,sortGroupId,atkAttribute2,sleepGuardResist,madnessGuardResist,correctType_Blood,properLuck,freezeGuardResist,autoReplenishType,swordArtsParamId,correctLuck,arrowBoltEquipId,DerivationLevelType,enchantSfxSize,wepType,physGuardCutRate_MaxCorrect,magGuardCutRate_MaxCorrect,fireGuardCutRate_MaxCorrect,thunGuardCutRate_MaxCorrect,darkGuardCutRate_MaxCorrect,poisonGuardResist_MaxCorrect,diseaseGuardResist_MaxCorrect,bloodGuardResist_MaxCorrect,curseGuardResist_MaxCorrect,freezeGuardResist_MaxCorrect,staminaGuardDef_MaxCorrect,residentSfxId_1,residentSfxId_2,residentSfxId_3,residentSfxId_4,residentSfx_DmyId_1,residentSfx_DmyId_2,residentSfx_DmyId_3,residentSfx_DmyId_4,staminaConsumptionRate,vsPlayerDmgCorrectRate_Physics,vsPlayerDmgCorrectRate_Magic,vsPlayerDmgCorrectRate_Fire,vsPlayerDmgCorrectRate_Thunder,vsPlayerDmgCorrectRate_Dark,vsPlayerDmgCorrectRate_Poison,vsPlayerDmgCorrectRate_Blood,vsPlayerDmgCorrectRate_Freeze,attainmentWepStatusStr,attainmentWepStatusDex,attainmentWepStatusMag,attainmentWepStatusFai,attainmentWepStatusLuc,attackElementCorrectId,saleValue,reinforceShopCategory,maxArrowQuantity,residentSfx_1_IsVisibleForHang,residentSfx_2_IsVisibleForHang,residentSfx_3_IsVisibleForHang,residentSfx_4_IsVisibleForHang,isSoulParamIdChange_model0,isSoulParamIdChange_model1,isSoulParamIdChange_model2,isSoulParamIdChange_model3,wepSeIdOffset,baseChangePrice,levelSyncCorrectId,correctType_Sleep,correctType_Madness,rarity,gemMountType,wepRegainHp,spEffectMsgId0,spEffectMsgId1,spEffectMsgId2,originEquipWep16,originEquipWep17,originEquipWep18,originEquipWep19,originEquipWep20,originEquipWep21,originEquipWep22,originEquipWep23,originEquipWep24,originEquipWep25,vsPlayerDmgCorrectRate_Sleep,vsPlayerDmgCorrectRate_Madness,saGuardCutRate,defMaterialVariationValue,spAttributeVariationValue,stealthAtkRate,vsPlayerDmgCorrectRate_Disease,vsPlayerDmgCorrectRate_Curse,restrictSpecialSwordArt,pad,
2090000,Inseparable Sword,1,0,[0|0|0],307,1210000,0,10,0,800,580,200,27,27,0,60,59,34,34,34,-1,-1,-1,-1,-1,-1,2200,2090000,2090000,2090000,2090000,2090000,2090000,2090000,2090000,2090000,2090000,2090000,-1,-1,-1,-1,-1,1,1.2,1,1,15,15,5.5,614,10049,0,0,1,10,98,0,0,0,66,60,0,44,2200,-1,-1,0,-1,7,0,1,25,2,0,100,0,13,128,2,17,18,18,0,20,99,0,0,10,70,0,1,0,0,0,21,21,21,21,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,1,1,5,5,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,23,0.059,0,0,0,1,1,0,0,0,0,0,0,1,1,52,98,4,6,30,2,21,21,6,0,21,0,201,0,0,0,0,5,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.03,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,5800,310,6,6,2,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
3040000,Knight's Greatsword,1,0,[0|0|0],307,1204000,0,10,0,700,570,200,33,44,0,0,68,36,36,36,-1,-1,-1,-1,-1,-1,0,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,1,1,1,1,15,15,5.5,609,10084,0,0,1,10,141,0,0,0,66,60,0,44,0,-1,-1,0,-1,7,0,1,25,2,0,100,0,0,128,2,17,16,12,0,0,99,0,0,10,70,0,1,0,0,0,21,21,21,21,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,2,1,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,25,0.059,1,0,0,1,1,0,0,0,0,0,0,1,1,36,0,0,6,30,2,21,21,6,0,21,0,106,0,0,0,0,5,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.07,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,5700,310,6,6,1,2,90,-1,-1,-1,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
3040100,Knight's Heavy Greatsword,1,0,[0|0|0],307,1204001,0,10,0,700,570,200,43,0,0,0,68,36,36,36,-1,-1,-1,-1,-1,-1,0,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,1,1,1,1,15,15,5.5,609,10084,0,0,1,10,136,0,0,0,66,60,0,44,100,-1,-1,0,-1,7,0,1,25,2,0,100,1,0,128,2,17,16,12,0,0,99,0,0,10,70,0,1,0,0,0,21,21,21,21,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,2,1,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,25,0.059,1,0,0,1,1,0,0,0,0,0,0,1,1,36,0,0,6,30,2,21,21,6,0,21,0,106,0,0,0,0,5,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.07,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,5700,310,6,6,1,2,90,-1,-1,-1,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
3040200,Knight's Keen Greatsword,1,0,[0|0|0],307,1204002,0,10,0,700,570,200,15,42,0,0,68,36,36,36,-1,-1,-1,-1,-1,-1,0,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,1,1,1,1,15,15,5.5,609,10084,0,0,1,10,136,0,0,0,66,60,0,44,200,-1,-1,0,-1,7,0,1,25,2,0,100,2,0,128,2,17,16,12,0,0,99,0,0,10,70,0,1,0,0,0,21,21,21,21,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,2,1,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,25,0.059,1,0,0,1,1,0,0,0,0,0,0,1,1,36,0,0,6,30,2,21,21,6,0,21,0,106,0,0,0,0,5,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.07,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,5700,310,6,6,1,2,90,-1,-1,-1,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
3040300,Knight's Quality Greatsword,1,0,[0|0|0],307,1204003,0,10,0,700,570,200,53,53,0,0,68,36,36,36,-1,-1,-1,-1,-1,-1,0,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,1,1,1,1,15,15,5.5,609,10084,0,0,1,10,136,0,0,0,66,60,0,44,300,-1,-1,0,-1,7,0,1,25,2,0,100,8,0,128,2,17,16,12,0,0,99,0,0,10,70,0,1,0,0,0,21,21,21,21,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,2,1,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,25,0.059,1,0,0,1,1,0,0,0,0,0,0,1,1,36,0,0,6,30,2,21,21,6,0,21,0,106,0,0,0,0,5,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.07,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,5700,310,6,6,1,2,90,-1,-1,-1,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
3040400,Knight's Fire Greatsword,1,0,[0|0|0],307,1204005,0,10,0,700,570,200,31,15,0,0,68,36,36,36,-1,-1,-1,-1,-1,-1,0,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,1,1,1,1,15,15,5.5,609,10084,0,0,1,10,136,0,136,0,66,60,0,44,400,-1,-1,0,-1,7,0,1,25,2,0,100,0,11,128,2,17,16,12,0,0,99,0,0,10,70,0,1,0,0,0,21,21,21,21,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,2,1,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,25,0.059,1,0,0,1,1,0,0,0,0,4,0,1,1,36,0,0,6,30,2,21,21,6,0,21,0,106,0,0,0,0,5,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.07,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10005,0,1,1,0,0,0,0,1,0,0,0,0,5700,310,6,6,1,2,90,-1,-1,-1,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
3040500,Knight's Flame Art Greatsword,1,0,[0|0|0],307,1204006,0,10,0,700,570,200,9,13,0,33,68,36,36,36,-1,-1,-1,-1,-1,-1,0,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,1,1,1,1,15,15,5.5,609,10084,0,0,1,10,136,0,136,0,66,60,0,44,500,-1,-1,0,-1,7,0,1,25,2,0,100,0,11,128,2,17,16,12,0,0,99,0,0,10,70,0,1,0,0,0,21,21,21,21,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,2,1,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,25,0.059,1,0,0,1,1,0,0,0,0,4,0,1,1,36,0,0,6,30,2,21,21,6,0,21,0,106,0,0,0,0,5,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.07,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,5700,310,6,6,1,2,90,-1,-1,-1,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
3040600,Knight's Lightning Greatsword,1,0,[0|0|0],307,1204007,0,10,0,700,570,200,15,31,0,0,68,36,36,36,-1,-1,-1,-1,-1,-1,0,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,1,1,1,1,15,15,5.5,609,10084,0,0,1,10,136,0,0,136,66,60,0,44,600,-1,-1,0,-1,7,0,1,25,2,0,100,0,12,128,2,17,16,12,0,0,99,0,0,10,70,0,1,0,0,0,21,21,21,21,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,2,1,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,25,0.059,1,0,0,1,1,0,0,0,0,0,4,1,1,36,0,0,6,30,2,21,21,6,0,21,0,106,0,0,0,0,5,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.07,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,5700,310,6,6,1,2,90,-1,-1,-1,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
3040700,Knight's Sacred Greatsword,1,0,[0|0|0],307,1204008,0,10,0,700,570,200,9,13,0,33,68,36,36,36,-1,-1,-1,-1,-1,-1,0,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,1,1,1,1,15,15,5.5,609,10084,0,0,1,10,136,0,0,0,66,60,0,44,700,-1,-1,0,-1,7,0,1,25,2,0,100,0,13,128,2,17,16,12,0,0,99,0,0,10,70,0,1,0,0,0,21,21,21,21,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,2,1,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,25,0.059,1,0,0,1,1,0,0,0,0,0,0,1,1,36,136,4,6,30,2,21,21,6,0,21,0,106,0,0,0,0,5,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.07,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,5700,310,6,6,1,2,90,-1,-1,-1,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
3040800,Knight's Magic Greatsword,1,0,[0|0|0],307,1204004,0,10,0,700,570,200,9,13,34,0,68,36,36,36,-1,-1,-1,-1,-1,-1,0,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,1,1,1,1,15,15,5.5,609,10084,0,0,1,10,136,136,0,0,66,60,0,44,800,-1,-1,0,-1,7,0,1,25,2,0,100,0,10,128,2,17,16,12,0,0,99,0,0,10,70,0,1,0,0,0,21,21,21,21,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,2,1,7,7,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,25,0.059,1,0,0,1,1,0,0,0,4,0,0,1,1,36,0,0,6,30,2,21,21,6,0,21,0,106,0,0,0,0,5,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.07,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,5700,310,6,6,1,2,90,-1,-1,-1,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,3040000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
